tavg_mean,tmin_mean,tmin_peak,tmax_mean,tmax_peak,prcp_sum,wspd_mean,pres_mean,Month,TotalConsumption_electric,TotalCost_electric,UsagePeriodDays_electric,TotalConsumption_gas,TotalCost_gas,UsagePeriodDays_gas
23.423333333333336,18.396666666666665,12.2,28.666666666666668,37.8,65.4,16.23,1014.9666666666667,2021-06-01,46771290.95,8198546.66,30.410790639819638,345625.99,423130.31,30.374449339207047
22.135483870967743,18.70967741935484,13.9,26.135483870967743,35.0,256.0,14.567741935483872,1014.6290322580645,2021-07-01,12916060.57,3912048.7399999998,29.742206982543642,384389.28,383924.46,30.082458770614693
24.66774193548387,21.09032258064516,16.7,28.751612903225805,35.6,177.9,14.338709677419354,1016.8354838709678,2021-08-01,14041498.6,2992777.47,31.05439459127228,331145.96,371272.96,30.774550484094053
21.03666666666667,17.013333333333332,11.1,24.813333333333333,30.0,189.8,15.45,1015.45,2021-09-01,13079829.45,4749948.61,30.03422159887798,480050.8,507851.19,28.496570644718794
15.380645161290323,12.04516129032258,5.0,18.94193548387097,25.6,129.8,18.032258064516128,1014.8677419354839,2021-10-01,13085983.44,4960824.0200000005,30.779013401767894,1862128.36,2028188.69,29.717054263565892
7.1866666666666665,3.0,-3.2,11.146666666666667,21.1,34.0,16.486666666666668,1017.0133333333334,2021-11-01,13976192.0,3816447.69,30.77549295774648,2573346.26,2693980.88,31.79861111111111
4.074193548387097,0.44193548387096765,-6.6,7.635483870967741,17.8,62.3,16.348387096774193,1016.0903225806452,2021-12-01,14745803.0,4860161.08,30.0973630831643,2137498.12,2085455.41,30.177319587628865
-2.270967741935484,-6.987096774193549,-15.5,1.993548387096774,11.1,59.1,19.270967741935483,1017.1741935483872,2022-01-01,25121743.0,11274385.32,30.48820406959599,2415554.7,2300660.37,29.52122641509434
0.7035714285714285,-4.314285714285714,-12.1,5.664285714285714,20.6,117.2,18.678571428571427,1021.407142857143,2022-02-01,11882736.9,6563136.16,29.136746987951806,1458063.09,1580406.96,29.934426229508198
5.051612903225807,0.6483870967741936,-8.2,9.841935483870968,20.0,74.6,19.148387096774194,1014.4633333333334,2022-03-01,12904361.98,3960364.83,29.793472298409217,1986124.3,2068437.61,30.96535433070866
9.936666666666667,5.736666666666666,1.7,14.366666666666667,22.8,59.0,20.146666666666665,1014.7933333333333,2022-04-01,11887684.7496,4554877.01,30.10546875,883270.21,949297.0,31.3340206185567
15.251612903225807,11.345161290322581,5.0,20.4,31.7,33.599999999999994,17.55483870967742,1017.832258064516,2022-05-01,12685359.0,5371713.44,30.90527817403709,429008.24,423894.37,29.941896024464832
19.59333333333333,15.343333333333334,10.6,24.55666666666667,32.2,59.2,16.366666666666667,1014.0633333333334,2022-06-01,13154892.9,3732845.62,30.153155761436015,241694.48,334412.46,30.3475935828877
25.174193548387095,20.251612903225805,16.1,30.30322580645161,37.8,15.799999999999999,17.19677419354839,1013.0129032258066,2022-07-01,12644875.9,3384975.51,31.09608540925267,200554.54,324348.36,29.09469696969697
24.258064516129032,20.070967741935487,17.2,29.55806451612903,36.7,37.5,15.758064516129032,1015.1612903225806,2022-08-01,16123568.7,5674130.25,30.19445247038428,139559.69,399930.56,30.49025974025974
18.446666666666665,14.563333333333333,8.9,22.336666666666666,28.9,66.2,16.226666666666667,1015.4933333333333,2022-09-01,20501870.8,8778677.12,16.111443083358232,687132.64,648414.16,29.727941176470587
13.567741935483872,9.806451612903226,3.9,17.509677419354837,25.6,108.8,15.448387096774194,1018.3258064516128,2022-10-01,20584216.4,4906968.04,30.0799314872966,1722473.14,1735104.29,30.503001200480192
9.633333333333333,5.23,-3.8,13.646666666666667,25.0,68.5,18.77,1019.0833333333334,2022-11-01,19586800.3,6873634.85,30.52332719459791,2101505.12,2199273.97,31.73305954825462
3.070967741935484,-0.7645161290322582,-11.6,6.735483870967743,17.2,95.39999999999999,21.006451612903227,1019.6935483870968,2022-12-01,20258900.17,10160984.37,31.087386644682606,2357190.68,2638110.08,30.56175972927242
3.358064516129032,0.03548387096774192,-5.0,6.45483870967742,14.4,133.0,17.19677419354839,1014.4774193548387,2023-01-01,12988971.74,5662418.24,29.12471846846847,2568524.96,2491092.28,30.15321252059308
1.8464285714285715,-3.060714285714286,-23.3,6.328571428571428,16.7,34.7,18.375,1016.6321428571429,2023-02-01,11956935.55,6239883.82,28.913543818235468,2448925.98,2793200.52,30.250788643533124
2.4,0.6,0.6,5.6,5.6,0.0,14.0,1019.1,2023-03-01,19582841.57,5399654.47,30.215945945945947,1753617.8,1968209.01,30.81964573268921
